word,frequency
patigiltigil,1
patimog,3
patimpalak,1
patindig,1
patingin,2
patinig,3
patis,1
patitibayin,1
patnubay,5
patnubayan,1
patnugot,6
patoing,1
patokyo,1
patologo,3
patopic,1
patotoo,5
patots,1
patpat,3
patpatin,1
patrabaho,1
patriotismo,1
patriyarka,1
patubig,5
patugtugan,2
patulan,1
patulog,3
patulong,8
patuloy,97
patulugin,1
patunawin,1
patunay,3
patunayan,8
patunayang,1
patungan,1
patungkol,10
patungo,54
patungog,1
patungong,19
patunton,1
patuo,1
paturo,1
paturok,1
patusin,1
patutot,1
patutulugin,1
patutungo,2
patutunguhan,2
patutunguhang,1
patuwid,1
paubos,1
paulanan,2
paulit,2
paulitulit,11
paumanhin,17
paunang,6
paunawang,1
paunlarin,5
paunlaring,1
paupuin,1
paurong,1
pausadin,1
pauso,1
pausong,2
pautang,5
pautos,1
pauulitin,1
pauwi,11
pauwiin,5
pawalang,1
pawalanggalang,1
pawang,13
pawawalan,1
pawer,1
pawis,10
pawisan,1
payag,6
payagan,10
payagang,3
payapa,1
payasho,1
payaso,2
payat,8
payatbodied,1
payberglas,1
payl,1
paynalist,2
paynals,1
payoner,1
payong,22
payuhan,1
pdea,2
pdos,1
pdplaban,1
peablanca,1
peberdy,3
pebero,1
pebrero,43
pechay,1
pedeng,1
pederal,42
pederatib,1
pedopilya,1
peidmont,1
pekeng,1
peklat,3
pelatias,1
peligrosong,2
pelikano,1
pelikula,65
pelikulang,23
pelonita,1
pelophryne,2
peluka,1
penalti,2
penalva,1
penduko,1
peninsulakasama,1
peninsulares,1
penisilin,1
penoy,1
penssylvania,2
pensyon,4
pentecostes,1
penthothal,1
pepetiks,1
pepex,1
pepperberg,1
perang,6
peras,7
perben,1
perensikong,1
perikula,2
perikulang,1
peristome,1
perlaspangingisda,1
permaban,1
permanenteng,7
permisong,1
perpeksiyon,1
perpekto,5
perpektong,13
persida,1
persimon,1
perspektibo,4
persya,1
perwisyo,2
perya,1
peryodiko,3
pesimista,1
pesteng,1
petiks,1
petisyon,4
petmalu,1
petorolyo,1
petrolyo,10
petsa,20
petsang,5
petsay,1
pettiest,1
pexer,5
pexers,2
pexpex,1
pexsowaw,1
peyt,1
pfizerbiontech,1
pgatake,1
pghihirap,1
phaenarete,1
phallu,1
phamaceutical,1
phampe,2
pharai,1
pharua,1
phatrix,2
phegiel,1
phelonita,1
phelp,1
phiala,1
phikipippi,1
philhealth,14
phillycom,1
philsat,1
phinon,1
phisgoc,2
phivolcs,4
phoneafriend,1
phoratha,1
phorsandatha,1
photocards,1
photovideo,1
phunon,2
pianong,1
piattos,1
piattosrotfl,1
pichipichi,1
pickaw,1
pictureavvy,1
piesta,1
pighati,1
pigil,1
pigilan,18
pigilin,12
pigiling,2
piging,1
pigol,1
pigura,1
pihikan,1
pihit,1
piitan,2
pikit,3
piknik,7
pikon,9
piksiyon,16
piktyur,2
pilak,4
pilasin,1
pildora,1
pildoras,5
pilduras,1
pilgrima,1
pilha,1
piligro,1
piliin,3
pilikmata,1
pilipina,1
pilipinang,1
pilipinoamerikano,1
pilipinong,7
pilipit,3
pilit,3
pilitin,7
pilm,2
pilosopiko,2
pilosopiya,11
pilosopiyang,1
pilosopo,3
pilotong,1
piltai,1
pilyo,1
pimamigay,1
pinaaalahanan,2
pinaaandar,1
pinaabot,1
pinaalala,3
pinaalalahanan,1
pinaalis,6
pinaandar,2
pinaasa,2
pinababa,3
pinababayaan,1
pinabagsak,1
pinabalik,1
pinabayaan,2
pinabibilisan,1
pinabidding,1
pinabigay,1
pinabilis,2
pinaboran,2
pinaboto,1
pinabukas,1
pinabulaanan,7
pinabuting,1
pinacheck,1
pinadaan,1
pinadadalo,1
pinadala,10
pinadalang,2
pinadalhan,2
pinadalo,1
pinadama,1
pinadilim,1
pinadpad,1
pinag,12
pinagaaksayahang,1
pinagaaralan,7
pinagaawayang,1
pinagagaling,1
pinagagalit,1
pinagagalitan,1
pinagalaw,1
pinagaling,2
pinagambagan,1
pinaganda,1
pinagaralan,5
pinagawa,1
pinagawayan,1
pinagbabaril,2
pinagbabatayan,1
pinagbabawal,8
pinagbabawalan,4
pinagbabawalang,1
pinagbabayaran,2
pinagbagsakan,2
pinagbalaan,1
pinagbantaan,2
pinagbawal,1
pinagbawalan,8
pinagbayad,2
pinagbayaran,1
pinagbebenta,1
pinagbentahan,1
pinagbentang,1
pinagbibigyan,1
pinagbibili,1
pinagbibintangan,1
pinagbibintangang,1
pinagbigay,1
pinagbigyan,3
pinagbili,1
pinagbilin,1
pinagbilinang,1
pinagbotohan,2
pinagdaanan,7
pinagdadaanan,4
pinagdarausan,1
pinagdausan,1
pinagdududahan,1
pinaggagawa,3
pinaghahahanap,1
pinaghahambing,1
pinaghahanap,3
pinaghahanapan,1
pinaghahanda,2
pinaghahandaan,1
pinaghalo,1
pinaghaluhalong,1
pinaghambing,1
pinaghandaan,2
pinaghandaang,1
pinaghatian,1
pinaghihigpitan,2
pinaghihinalaan,10
pinaghihinalaang,12
pinaghihnalaan,1
pinaghinalaan,1
pinaghinalaang,1
pinaghintay,1
pinaghirapan,2
pinaghiwahiwalay,1
pinaghiwalay,1
pinaghuhugutan,2
pinagiimbakan,1
pinagiisipan,1
pinagisang,3
pinagisipan,1
pinagkahulugan,1
pinagkaiba,5
pinagkainan,1
pinagkaisahang,1
pinagkakaabalahan,3
pinagkakaguluhan,1
pinagkakain,1
pinagkakaisahan,1
pinagkakaitan,1
pinagkakakitaan,1
pinagkakalat,1
pinagkakalooban,1
pinagkakatiwalaan,2
pinagkaloob,1
pinagkalooban,2
pinagkamalang,1
pinagkasunduan,1
pinagkasunduang,3
pinagkatiwalaan,1
pinagkikibo,1
pinagkukunan,4
pinagkumpara,1
pinagkunan,1
pinagkurusan,1
pinagkwekwentuhan,2
pinaglaban,2
pinaglakip,1
pinaglalaruan,1
pinaglalike,1
pinaglaruan,3
pinaglilingkuran,4
pinaglingkuran,1
pinaglololoko,1
pinaglulunggaan,1
pinagmalaki,2
pinagmamalaki,4
pinagmanahan,2
pinagmasdan,2
pinagmasdang,1
pinagmukha,1
pinagmukhang,1
pinagmulan,27
pinagmulta,5
pinagmumukha,2
pinagmumulan,13
pinagmumulang,2
pinagpaguran,1
pinagpala,5
pinagpapagalan,1
pinagpapahalagahan,1
pinagpapala,2
pinagpapatuloy,1
pinagpapawisan,1
pinagpaplanuhan,1
pinagpasyahan,1
pinagpatuloy,3
pinagpawisan,1
pinagpiliang,1
pinagpipilitan,1
pinagpisan,1
pinagplanuhan,2
pinagpostan,1
pinagpupuyatan,1
pinagsabihan,2
pinagsalamantahan,1
pinagsama,7
pinagsamahan,2
pinagsamang,6
pinagsamasama,2
pinagsamasamang,4
pinagsangayunan,1
pinagsanib,2
pinagsasabi,14
pinagsasabihan,1
pinagsasalita,1
pinagsasama,1
pinagsasamantalahan,1
pinagsasampal,1
pinagsasanayan,1
pinagsasanib,1
pinagsasara,1
pinagselosan,1
pinagsikapan,1
pinagsilbihan,2
pinagsimulan,1
pinagsipilyo,1
pinagsisikapang,1
pinagsisisihan,1
pinagsupladahan,1
pinagsususpetsahan,3
pinagta,1
pinagtaksilan,1
pinagtalunan,1
pinagtalunang,1
pinagtanggol,1
pinagtangkaan,2
pinagtatalunan,5
pinagtatalunang,8
pinagtatanggal,1
pinagtatawanan,4
pinagtatrabahuhan,1
pinagtawanan,2
pinagtibay,14
pinagtibayan,1
pinagtitripan,1
pinagtitweet,1
pinagtritripan,1
pinagtulungan,1
pinagtulungang,1
pinagtutulakan,1
pinagtutulungan,2
pinagtutuunan,1
pinagtuunan,2
pinagupitan,1
pinagusapan,14
pinaguusapan,22
pinaguusapang,4
pinaguusig,1
pinagwagihan,1
pinagwalang,1
pinagwalangbahala,1
pinagwawalang,2
pinagwikaan,1
pinagyabang,1
pinahaba,2
pinahabang,1
pinahahaba,1
pinahahalagahan,2
pinahalagahan,1
pinahalagahang,1
pinahanga,1
pinahayag,13
pinahihina,2
pinahihintulutan,3
pinahihirap,1
pinahihirapan,2
pinahina,1
pinahintay,2
pinahintulot,1
pinahintulutan,5
pinahintulutang,1
pinahiram,4
pinahiran,1
pinahirapan,10
pinahiwatig,2
pinahiya,1
pinahusay,1
pinaiiral,2
pinaikli,1
pinaikling,2
pinaiksi,1
pinailaw,1
pinainit,1
pinainom,2
pinaiyak,2
pinaka,33
pinakaabalang,1
pinakaagang,1
pinakaaktibong,1
pinakaantigo,1
pinakaantigong,1
pinakaayaw,2
pinakabago,1
pinakabagong,7
pinakabanal,1
pinakabaog,1
pinakabata,1
pinakabatang,1
pinakabawas,3
pinakabigat,1
pinakabilis,3
pinakabrutal,1
pinakabuod,1
pinakadakila,1
pinakadelikadong,1
pinakadiwa,1
pinakaeksklusibong,2
pinakaendangered,1
pinakagaling,3
pinakaganap,1
pinakagrabeng,2
pinakagusto,5
pinakagustong,1
pinakahuli,4
pinakahuling,17
pinakaimpluwensyang,1
pinakaimportante,5
pinakain,5
pinakaingat,1
pinakainteresting,1
pinakakain,1
pinakakakaunting,1
pinakakanang,1
pinakakanlungan,1
pinakakaraniwang,2
pinakakasuhan,1
pinakakaunting,1
pinakakawawa,1
pinakakilala,3
pinakakilalang,3
pinakakomportableng,1
pinakakorni,1
pinakakuripot,1
pinakalakas,1
pinakalaki,2
pinakalaking,5
pinakalalim,3
pinakalapit,2
pinakalat,1
pinakaloob,1
pinakalumang,1
pinakamaagang,2
pinakamababa,2
pinakamababang,6
pinakamabagsik,1
pinakamabenta,1
pinakamabigat,1
pinakamabiling,1
pinakamabilis,6
pinakamabisang,1
pinakamabuti,4
pinakamabuting,5
pinakamadalas,1
pinakamadaling,2
pinakamagagaling,1
pinakamagaling,8
pinakamaganda,4
pinakamagandang,15
pinakamahabang,3
pinakamahal,2
pinakamahalaga,6
pinakamahalagang,20
pinakamahihinang,1
pinakamahina,1
pinakamahirap,3
pinakamahusay,7
pinakamaiinit,1
pinakamaikli,1
pinakamaimpluwensiyang,1
pinakamainam,3
pinakamainit,4
pinakamakabagong,1
pinakamakalat,1
pinakamalakas,5
pinakamalaki,8
pinakamalaking,79
pinakamalala,1
pinakamalalaki,1
pinakamalalaking,3
pinakamalalang,5
pinakamalalim,2
pinakamalapit,19
pinakamalawig,1
pinakamalayo,2
pinakamaligaya,1
pinakamaliit,4
pinakamaling,1
pinakamalubhang,3
pinakamaningning,1
pinakamapanganib,2
pinakamarami,1
pinakamaraming,8
pinakamasamang,2
pinakamasarap,5
pinakamasarp,1
pinakamaselang,1
pinakamataas,56
pinakamatagumpay,2
pinakamatanda,1
pinakamatandang,5
pinakamatangkad,1
pinakamatatag,1
pinakamatibay,1
pinakamatindi,1
pinakamatinding,5
pinakamatulin,1
pinakamayamang,1
pinakamodernong,1
pinakamurang,1
pinakanaapektuhan,1
pinakanakababahala,1
pinakanakakagulat,1
pinakanakakaproud,1
pinakanasaktan,1
pinakanta,1
pinakapaborito,3
pinakapalatuntunan,1
pinakapangunahing,1
pinakapatotoo,1
pinakaperberso,1
pinakapeyborit,1
pinakapinaglabanan,1
pinakapinapanuod,1
pinakapopular,1
pinakaprominente,1
pinakapulang,1
pinakapuripuring,1
pinakapuso,1
pinakarami,2
pinakasalan,6
pinakasanay,1
pinakasaya,1
pinakaseryosong,1
pinakasikat,1
pinakasinasalitang,1
pinakasolid,1
pinakatangkad,3
pinakatanyag,1
pinakatiwali,2
pinakatumatak,1
pinakatunay,1
pinakauna,1
pinakaunang,7
pinakaunangpagkakataong,1
pinakavulnerable,1
pinakawalan,8
pinakbet,2
pinakikialaman,1
pinakikinig,1
pinakikisamahan,1
pinakikitunguhan,1
pinakilala,2
pinakilig,1
pinakinggan,5
pinakita,6
pinakitaan,1
pinakiusapan,1
pinakukuha,1
pinakuluan,2
pinalabas,17
pinalagay,1
pinalaglag,1
pinalagnaw,1
pinalagpas,1
pinalakad,1
pinalaki,6
pinalakpakan,1
pinalala,1
pinalalakad,1
pinalalala,1
pinalalawak,1
pinalalaya,1
pinalamalapit,1
pinalamon,1
pinalampas,1
pinalapastangan,1
pinalawak,5
pinalawig,3
pinalaya,8
pinalayas,3
pinalayawan,1
pinale,3
pinalibutan,1
pinaligtas,1
pinalikas,2
pinalilikas,1
pinalinis,1
pinalipad,4
pinalipas,1
pinalit,1
pinalitan,22
pinaliwag,1
pinaliwanag,1
pinalo,3
pinalolobo,1
pinalulubha,1
pinaluwag,1
pinamagatan,1
pinamagatang,6
pinamahagi,1
pinamalaking,1
pinamalengkehan,1
pinamamagatang,1
pinamamahagi,2
pinamamahalaan,6
pinamamahalan,1
pinamasahe,1
pinamataas,1
pinamigay,1
pinamimigay,1
pinamukha,1
pinamukhang,1
pinamumunuan,4
pinamunuan,1
pinanagot,2
pinanalunan,1
pinananatili,2
pinananatiling,1
pinanatili,5
pinandilig,1
pinangako,10
pinangalagaan,1
pinangalanan,10
pinangalanang,12
pinangambahang,2
pinanganak,27
pinangangalagaan,2
pinangangambahan,2
pinangangambahang,2
pinangangasiwaan,3
pinanganlang,4
pinangasiwaan,2
pinangatawanan,1
pinanggagalingan,9
pinanggalingan,9
pinanggalingang,1
pinanghahawakan,1
pinanghahawakang,1
pinanghinayangan,1
pinangitan,2
pinangunahan,12
pinangungunahan,10
pinangyarihan,33
pinanindigan,4
pinanindigang,2
pinaninindigan,2
pinaninindigang,3
pinaninirahan,1
pinaniniwalaan,20
pinaniniwalaang,20
pinaniniwalang,1
pinaniwalaan,4
pinaniwalaang,3
pinanonood,5
pinanonuod,1
pinanood,6
pinansin,5
pinansiyal,4
pinansyal,15
pinantayan,1
pinanukala,1
pinanuod,6
pinapa,1
pinapaalala,2
pinapaalalahanan,1
pinapaalis,1
pinapaaral,1
pinapababoy,1
pinapabayaan,3
pinapabiling,1
pinapabulaanan,1
pinapadala,1
pinapadami,1
pinapag,1
pinapagalaw,1
pinapagalitan,2
pinapagana,3
pinapagaralan,1
pinapagawa,1
pinapagdaanas,1
pinapagmulta,1
pinapagsama,1
pinapagtrabaho,1
pinapahaba,1
pinapahalagahan,3
pinapahintulutan,2
pinapahintulutang,1
pinapahirapan,3
pinapainit,1
pinapaitan,4
pinapaiyak,1
pinapak,1
pinapakahulugan,1
pinapakain,7
pinapakielaman,1
pinapakilala,2
pinapakinggan,1
pinapakisamahan,1
pinapakita,2
pinapakumplikado,1
pinapalabas,2
pinapalakad,1
pinapalakas,1
pinapalaki,1
pinapalakpakan,1
pinapalala,1
pinapalampas,1
pinapalaya,1
pinapalitan,3
pinapalitang,1
pinapalo,1
pinapalubha,1
pinapamigay,1
pinapanatili,1
pinapanatiling,1
pinapangako,1
pinapangarap,6
pinapangit,1
pinapangiti,1
pinapanigan,1
pinapanigang,1
pinapaniniwalaan,2
pinapaniwalaan,1
pinapanood,6
pinapansin,5
pinapanuod,5
pinapapasok,1
pinaparamdam,1
pinaparatangan,2
pinaparini,1
pinapartner,1
pinaparusahan,2
pinapasabi,1
pinapasama,1
pinapasaya,1
pinapasok,4
pinapatakbo,17
pinapatawa,1
pinapatawag,2
pinapatay,4
pinapatayo,1
pinapatong,2
pinapatunayan,2
pinapatupad,3
pinapatuwad,1
pinapatuyo,1
pinapawisan,1
pinapayagan,11
pinapayagang,5
pinapayuhan,1
pinapili,1
pinapintahan,1
pinaplanong,1
pinaplantsa,1
pinaplantsahan,1
pinapublish,1
pinapulis,1
pinapunta,3
pinapupunta,1
pinapuputok,1
pinaputok,4
pinaputol,2
pinaputukan,2
pinaranas,1
pinarangalan,2
pinaratangan,6
pinardona,1
pinariringgan,2
pinarkehan,1
pinarurusahan,1
pinarusahan,1
pinasa,2
pinasabi,1
pinasabihan,1
pinasabog,6
pinasadyang,1
pinasagana,1
pinasagradong,1
pinasalamatan,6
pinasara,5
pinasasakay,1
pinasasalamatan,7
pinasaya,1
pinasimulan,3
pinasinayaan,3
pinasindi,1
pinasinungalingan,2
pinasisimulan,1
pinaslang,2
pinaso,1
pinasok,5
pinasukan,2
pinasukang,2
pinasuspinde,2
pinasyahan,2
pinataas,3
pinatag,1
pinatahimik,1
pinatalastas,2
pinatalsik,3
pinatamaan,3
pinatanggal,1
pinatatakbo,5
pinatatakbong,1
pinatatalino,1
pinatatamaan,3
pinataw,1
pinatawad,3
pinatawan,1
pinatay,50
pinatayan,1
pinatibay,3
pinatigil,8
pinatindi,2
pinatingin,2
pinatirik,1
pinatitiyak,1
pinatnugot,1
pinatotohanan,2
pinatugtog,2
pinatulog,1
pinatuloy,1
pinatunayan,12
pinatupad,2
pinatutunayan,1
pinatuwad,1
pinatuyo,1
pinaupo,1
pinautang,1
pinauupahan,2
pinauwi,2
pinawalang,1
pinawalangbisa,2
pinawalangsala,1
pinawalangsaysay,1
pinawisan,1
pinayagan,19
pinayagang,4
pinays,1
pinayuhan,7
pinayuhang,1
pindot,2
pindutan,1
pindutin,4
pinepedicure,1
pinepeke,1
pinetsahan,1
pingga,1
pinggan,10
pingol,1
pinhasi,2
pinigang,1
pinigil,7
pinigilan,5
piniktyuran,1
pinili,44
piniling,3
pinilit,14
pinindot,1
pinintasan,1
pininturahan,2
pininturahang,2
pinipig,1
pinipigilan,4
pinipili,2
pinipilit,6
pinipintahan,1
pinipintasan,1
pinipm,1
piniraso,1
pinirito,2
piniritong,2
pinirmahan,11
pinirmahang,1
pinitas,3
piniyansahan,2
pinklawan,2
pinlandiya,1
pinlano,1
pinokyo,1
pinokyohan,1
pinondohan,2
pinong,2
pinopondohan,1
pinoporma,1
pinopost,1
pinoprotektahan,2
pinospon,1
pinost,1
pinoyexchange,1
pinpaikot,1
pinsala,55
pinsalang,15
pinsan,17
pinsang,1
pinsasala,1
pintahin,2
pinterest,2
pintong,3
pintuan,10
pintuangbayan,2
pinturang,1
pinuna,9
pinunas,1
pinunit,1
pinuno,90
pinunong,6
pinuntahan,4
pinuntos,1
pinupintiriya,1
pinupondohan,1
pinupulaan,2
pinupulot,1
pinupuno,1
pinupuntahan,2
pinupuntirya,2
pinupuntiryang,1
pinupunto,1
pinuputal,1
pinupuwersang,2
pinupwersang,1
pinuri,6
pinuspos,1
pinutol,4
pinuwersa,2
pinya,5
pipichugen,1
pipigil,2
pipigilan,2
pipigilin,1
pipikit,2
pipili,2
pipiliin,6
pipilitin,3
pipindutin,3
pipino,1
pipintahan,1
pipiraso,1
pipirma,1
pipirmahan,1
pipis,1
piraso,16
pirasong,7
piratang,1
pirma,1
pirmahan,2
pirmang,1
pirmihan,2
pirmihang,1
pishin,1
pisidia,1
pisika,7
pisikal,21
pisilin,1
pisina,1
pisisista,1
piskal,5
pisnge,1
pisngi,4
pisngisa,1
pison,1
pisong,1
pisteng,2
pisyolohiya,1
pitasin,2
pitong,47
pitsa,9
pitsang,2
pitser,4
pitsipitsi,7
pitumpu,1
pitumpung,1
piuhyarok,1
piyanista,3
piyano,6
piyansa,5
piyansang,1
piye,1
piyesta,3
pkilo,2
plake,2
planado,1
planadong,1
planetang,65
planetaryong,1
planetoutcom,1
planong,16
plantang,3
plantsa,3
planula,1
plaskards,1
plasterpad,1
plastikan,1
plataporma,4
platito,1
platong,1
platonista,1
platys,1
playbyplay,1
playstore,1
playt,2
pldtplay,2
pledis,1
plegarya,3
pleybor,1
pleystur,1
plimer,2
plinano,1
plinaplano,1
plinay,1
plobleme,1
plorera,1
plotilya,6
plumosa,1
pluwent,1
pmnl,1
pnoy,4
pobreng,1
pobya,1
poget,1
pogi,42
pokpok,4
poksa,2
poksaan,1
poksangpoksa,1
pokwang,1
polariseysyon,1
polboron,6
polborong,1
polickie,1
polillo,1
polisiya,22
polisiyang,2
polisya,9
politikal,20
politkovskaya,3
polonya,1
polozhy,1
polusyon,12
polyetong,1
pomazun,1
pomie,1
pomorov,1
pondo,31
pondohan,3
pondong,6
ponema,1
ponemang,1
ponemiko,1
pooksapot,5
poong,1
poookeh,1
poota,1
pootangeena,1
popay,6
popays,5
popeys,1
popogi,1
popollute,1
popoulias,1
popoy,1
popromote,1
popsikel,1
populasiyon,1
populasyan,1
populasyon,50
populasyong,4
popyular,1
porensiko,2
porensikong,4
porket,6
porma,4
pormal,8
pormasyon,3
pormula,4
pormularyo,1
pornograpiya,8
porselana,2
porseyento,1
porsiento,1
porsiyento,53
porsiyentong,6
porsyento,16
porsyentong,4
portamoneda,1
portauprince,1
portektahan,1
portstarboard,1
porygon,1
posesyon,1
posibleng,61
posisyon,51
posisyong,2
positibo,13
positibong,6
posporo,4
posporot,1
posporus,2
possibleng,2
postkard,1
postmartial,1
potaena,1
potangina,6
potatobabe,1
potek,1
potensiyal,1
potensyal,11
poteyto,1
potokopyador,1
potosensitibong,1
powerbank,1
powerlifter,1
powl,1
poyang,1
pplay,1
ppunthan,1
prachachuen,1
pragramang,1
praime,1
praktikal,4
pramis,1
prangkisa,1
prangkisiya,2
praning,1
pranses,97
pransesalemanya,1
pransiya,20
pransya,21
pransyang,1
prawet,1
prayoridad,5
prebilehiyo,1
prediksyon,1
predisyonsa,1
predominante,1
prefektyur,1
prehas,1
prekolonyal,1
prekursor,1
premiyar,1
premiyer,2
premyo,9
premyong,1
prenda,1
preno,2
prentengprente,1
prepagsasamantala,1
preparasyon,3
prepatory,1
prepektyur,1
presensiya,1
presensya,4
presentasyon,1
preserbado,1
preserbadong,1
presidensyal,3
presinto,7
preskomperensya,1
preskong,2
preskuhan,1
presyo,81
presyon,2
presyoso,1
presyur,1
prettyndistress,1
prettysexy,1
pribado,10
pribadong,24
pribadongsektor,1
pribasya,1
pribilehiyo,3
pribilehiyong,1
primeyera,1
primitibo,1
primitibong,1
primyer,1
prinactice,1
prinito,1
prinotesta,2
prinovide,1
prinsepe,1
prinsesa,5
prinsipal,1
prinsipalidad,1
prinsipe,11
prinsipey,1
prinsipyo,17
prinsipyong,1
printan,1
prioridad,2
pritong,11
prituhin,1
probabilidad,1
probinsiya,19
probinsiyang,1
probinsya,25
probinsyal,3
probinsyana,1
probinsyang,2
probinsyano,1
probisyon,3
probisyong,4
problemang,15
procaztinator,1
procie,1
produksiyon,3
produksyon,20
produksyong,1
produktibong,2
produkto,20
produktong,7
produser,1
prodyeksiyon,3
prodyus,1
prodyuser,2
proffesionals,1
profitoriented,3
profnya,1
programang,17
progresibong,1
prointelligent,1
proklamasyon,1
prominenteng,1
promorsi,1
promosyon,2
promosyonal,1
pronazi,1
propasyonal,1
propayl,1
propesiya,1
propesor,35
propesora,2
propesorang,1
propesyon,4
propesyonal,14
propesyun,1
propesyunal,1
propeta,6
proplayers,1
proporsyon,2
proposisyon,1
propulsyon,2
propyedad,1
prosekyusyon,1
proseo,1
proseso,100
prosesong,10
prosisyon,1
prosteyt,1
prostitusyon,1
proteksiyon,4
proteksiyong,1
proteksiyunan,1
proteksyon,14
protektado,8
protektadong,7
protektahan,10
protempore,1
protesra,1
protestante,3
protina,4
protokol,5
proyekto,38
proyektong,6
prseyong,1
prusisyon,4
prutas,34
pruweba,2
pterolamiops,1
publikasyon,1
publiko,58
publikong,3
publisidad,4
pucha,287
puchaang,1
puday,1
puedeng,1
pugad,9
pugay,2
pugita,1
pugo,8
pugong,1
pugot,1
puhunan,5
puhunanin,1
pukawin,3
puki,1
pukinang,1
pukinangina,2
pukingina,2
pukinginangina,1
puksain,2
pukulin,1
pulang,25
pulat,1
pulbos,1
pulburon,1
pulburong,2
pulgada,10
pulgadang,2
pulisiya,2
pulisy,1
pulisya,44
pulisyang,1
pulitika,13
pulitikal,14
pulitikang,1
pulitiko,6
pulitikong,5
pulmoniya,1
pulmonya,3
pulo,7
pulong,19
pulos,1
pulot,2
pulotpukyutan,2
pulsuhan,2
pulubi,6
pulubing,1
pulutin,2
pulutong,2
pulyeto,1
pulyetong,1
pumadyak,1
pumagaspas,1
pumagitna,1
pumailalim,2
pumailang,1
pumalag,2
pumalakpak,6
pumalapit,2
pumaligid,1
pumalit,8
pumalo,3
pumalpak,1
pumana,1
pumanaw,9
pumangalawa,1
pumanhik,1
pumansin,1
pumapadpad,1
pumapaikot,1
pumapaksa,1
pumapalibot,1
pumapangalawang,1
pumapanig,1
pumaparito,1
pumaparitong,1
pumapasok,10
pumapasyal,1
pumapatay,4
pumapatol,2
pumapayag,1
pumara,2
pumarada,1
pumarini,11
pumarinit,2
pumarito,4
pumaroon,3
pumasa,6
pumasok,103
pumasyal,3
pumatak,1
pumatas,1
pumatay,36
pumatok,2
pumatol,1
pumayag,9
pumayat,1
pumickup,1
pumigil,4
pumikit,1
pumilay,1
pumili,28
puminsala,3
puminta,1
pumipigil,3
pumipinsala,1
pumipitas,1
pumiraso,1
pumirma,11
pumisan,1
pumitas,2
pumito,1
pumogi,1
pumpublikong,1
pumukaw,2
pumula,1
pumulot,1
pumuna,4
pumuno,1
pumunta,196
pumuntang,6
pumuntat,1
pumupukaw,1
pumupunta,16
pumupuntat,1
pumutok,4
pumutol,2
punahin,1
punan,3
punasan,1
pundador,2
pundasyon,3
pundo,1
punglo,1
punla,7
punoabala,1
punong,116
punongabala,4
punongeditor,1
punongguro,2
punonghimpilan,2
punonghukom,1
punonglungsod,4
punongpuno,1
punongtagapagsalita,1
punongtanggapan,2
punot,1
punsoy,2
puntahan,8
puntirya,2
puntod,1
puntong,5
puntoshindi,1
punuin,2
punumbayan,1
punumpuno,1
punung,2
punungabala,1
pununglungsod,1
punungpuno,3
punyeta,318
punyetang,2
pupitre,8
pupitreng,3
puprotektahan,1
pupuksain,2
pupuna,1
pupunasan,1
pupungs,1
pupunta,96
pupuntahan,7
pupuntiryahin,1
puputi,2
puputulin,4
pupuwede,1
pupuwersahin,1
pupwede,1
purihin,4
purita,1
purok,6
purokay,1
purong,7
purubhan,1
pusang,7
pusi,3
pusit,7
pusod,3
puson,1
pusong,2
puspas,2
puspusang,3
pustahan,1
pustiso,1
putaansuu,1
putahe,1
putang,6
putangina,416
putanginamo,3
putanginang,5
putbol,16
putboll,1
putcha,1
putek,1
putik,9
putikan,1
putito,1
putok,8
putol,5
putotoy,1
putragis,1
putukan,15
putulin,4
puwang,4
puwede,88
puwedeng,51
puwente,3
puwera,1
puwersa,52
puwersahan,2
puwersahang,3
puwersang,8
puwerta,1
puwerto,4
puwes,2
puwesto,41
puwestong,1
puwet,3
puwit,2
puwitan,1
pwde,1
pwdeng,2
pwedeng,61
pwee,1
pwera,1
pwercentage,1
pwersa,17
pwersado,1
pwersahang,1
pwersahin,1
pwersang,6
pwes,1
pwesto,42
pwestong,4
pwet,3
pwinsesh,1
pyanista,1
pyano,1
pyansa,1
pyapon,1
pyesa,2
pyudalismo,1
pyusil,1
q,10
qinge,1
qiuzhigou,1
qmess,1
qno,1
qquit,1
quats,1
queenja,1
queenland,1
querubin,1
quetion,1
quiapo,7
quiapopier,2
quimbo,1
quiteline,1
qumihajelo,1
qunan,1
qusayr,1
qwinz,1
r,2
raca,1
raciallymotivated,1
radai,1
radiasyon,1
radiasyong,1
radilohikal,1
radiobras,1
radiocanada,1
radiopress,3
radonski,1
radyaktibo,1
radyasyon,3
radyoaktibong,1
radyong,3
radyus,1
rafdanjani,1
ragbi,3
raharisaina,1
raikou,1
rajapaksa,1
rajj,1
raket,7
raketa,2
rakiraki,1
rakista,4
rald,1
raleighdurham,2
rambol,1
ramdam,6
rameth,1
rammenau,1
randjelovic,2
ranggo,6
ranggong,2
rangking,1
raniya,1
raratby,1
rasang,1
rasismo,1
rasista,3
rason,10
rasyon,2
ratib,1
ratiles,1
rayek,1
raymart,1
raynaw,1
rayot,1
rayuma,1
rbms,1
rconn,1
rcscc,2
rdwala,1
re,2
readytoeat,2
reaksiyon,2
reaksyon,15
reaktomay,1
realme,1
realtalk,1
rebelasyon,1
rebeldeng,8
rebelyon,1
rebolber,1
rebolusyon,17
rebolusyonaryo,4
rebolusyonaryong,2
